task_id,plane_work_item_id,plane_issue_id,plane_project_id,project_key,title,description,task_type,required_stack,required_skills,complexity,priority,business_criticality,deadline_days,estimated_hours,dependencies_count,is_growth_task,source,created_at,updated_at
TASK-2221,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты генерации сотрудников — системы отчётов,"Проверить уникальность employee_id, диапазоны workload и корректные уровни skills. Контекст задачи: permissions.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",3,low,3,8,14,2,False,synthetic,2023-07-13T00:00:00,2023-07-18T00:00:00
TASK-2222,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — интеграции с Plane,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: model metrics.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",3,high,3,6,40,5,False,synthetic,2023-02-19T00:00:00,2023-02-25T00:00:00
TASK-2223,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить endpoint для статистики команды — интеграции с Plane,"Реализовать backend endpoint, который возвращает агрегированную статистику по задачам и загрузке команды. Контекст задачи: team workload.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",2,high,2,6,12,1,False,synthetic,2025-01-18T00:00:00,2025-01-19T00:00:00
TASK-2224,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard — модуля командной загрузки,"Добавить фильтры по проекту, статусу, приоритету и recommended assignee. Контекст задачи: audit logs.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,high,3,52,36,2,False,synthetic,2024-06-14T00:00:00,2024-06-27T00:00:00
TASK-2225,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — модуля командной загрузки,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: permissions.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,high,5,9,22,3,False,synthetic,2023-01-09T00:00:00,2023-01-20T00:00:00
TASK-2226,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить endpoint для статистики команды — экспорта данных,"Реализовать backend endpoint, который возвращает агрегированную статистику по задачам и загрузке команды. Контекст задачи: audit logs.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",2,high,4,24,31,4,False,synthetic,2024-08-03T00:00:00,2024-08-03T00:00:00
TASK-2227,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — модуля безопасности,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: recommendation engine.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,low,3,53,31,4,False,synthetic,2025-03-26T00:00:00,2025-04-03T00:00:00
TASK-2228,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee — модуля безопасности,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: team workload.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",2,medium,3,40,12,5,False,synthetic,2025-08-15T00:00:00,2025-08-24T00:00:00
TASK-2229,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores — интеграции с Plane,"Сохранять score модели, режим рекомендации и дату расчёта. Контекст задачи: reporting.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,medium,4,34,42,6,False,synthetic,2026-01-06T00:00:00,2026-01-19T00:00:00
TASK-2230,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Проверить отсутствие секретов в логах — ML-пайплайна,"Убедиться, что API tokens и .env значения не печатаются в stdout и reports. Контекст задачи: dashboard.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,medium,5,10,41,7,False,synthetic,2024-05-26T00:00:00,2024-05-29T00:00:00
TASK-2231,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — интеграции с Plane,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: model metrics.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",2,medium,2,28,50,8,False,synthetic,2023-11-15T00:00:00,2023-11-20T00:00:00
TASK-2232,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Реализовать baseline для сравнения с нейросетью — системы уведомлений,"Собрать rule-based ranking, чтобы сравнивать ML-модель с понятной эвристикой. Контекст задачи: billing.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,high,5,2,44,6,False,synthetic,2023-10-14T00:00:00,2023-10-27T00:00:00
TASK-2233,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить график распределения workload — аналитического dashboard,Построить график текущей загрузки команды и выделить перегруженных сотрудников. Контекст задачи: dashboard.,analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,medium,2,1,30,6,True,synthetic,2023-04-25T00:00:00,2023-05-14T00:00:00
TASK-2234,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard — модуля безопасности,"Добавить фильтры по проекту, статусу, приоритету и recommended assignee. Контекст задачи: permissions.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,medium,3,49,27,2,False,synthetic,2025-01-30T00:00:00,2025-02-07T00:00:00
TASK-2235,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Добавить healthcheck для COMPASS API — интеграции с Plane,Настроить endpoint и проверку доступности backend-сервиса. Контекст задачи: team workload.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",4,medium,4,30,36,5,False,synthetic,2023-09-15T00:00:00,2023-09-20T00:00:00
TASK-2236,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard — аналитического dashboard,"Добавить фильтры по проекту, статусу, приоритету и recommended assignee. Контекст задачи: model metrics.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,medium,4,33,37,4,True,synthetic,2023-04-22T00:00:00,2023-05-11T00:00:00
TASK-2237,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — экспорта данных,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: audit logs.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,high,5,9,30,7,False,synthetic,2025-09-26T00:00:00,2025-10-13T00:00:00
TASK-2238,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить запись комментария COMPASS AI в Plane — интеграции с Plane,Подготовить интеграционный метод для безопасной записи Markdown-комментария к задаче. Контекст задачи: model metrics.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,low,2,48,16,0,False,synthetic,2025-12-30T00:00:00,2025-12-30T00:00:00
TASK-2239,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач — модуля командной загрузки,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: Plane integration.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,medium,4,38,35,2,False,synthetic,2024-03-05T00:00:00,2024-03-14T00:00:00
TASK-2240,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать структуру synthetic data — системы отчётов,"Зафиксировать поля employees, tasks и assignments для будущих отчётов. Контекст задачи: dashboard.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",2,low,2,36,13,3,True,synthetic,2025-07-25T00:00:00,2025-07-30T00:00:00
TASK-2241,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — системы уведомлений,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: fairness analysis.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",3,urgent,5,37,31,8,False,synthetic,2024-04-18T00:00:00,2024-04-22T00:00:00
TASK-2242,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Реализовать baseline для сравнения с нейросетью — интеграции с Plane,"Собрать rule-based ranking, чтобы сравнивать ML-модель с понятной эвристикой. Контекст задачи: analytics.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,none,5,34,33,1,True,synthetic,2024-09-27T00:00:00,2024-10-17T00:00:00
TASK-2243,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить ошибку при смене assignee — пайплайна рекомендаций,"Исправить сценарий, при котором задача может потерять исполнителя после обновления статуса. Контекст задачи: team workload.",bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",2,urgent,4,37,22,3,False,synthetic,2023-06-30T00:00:00,2023-07-18T00:00:00
TASK-2244,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Настроить CI-проверку линтера и тестов — модуля авторизации,Добавить команды проверки кода и тестов для автоматического контроля качества. Контекст задачи: recommendation engine.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",5,high,5,30,31,2,False,synthetic,2026-03-22T00:00:00,2026-04-04T00:00:00
